Species,Common Name,Category,Type of Presence,Comments,Location(s),Kingdom,Phylum,Class,Order,Family,EPBC Act Threatened Species in Australia (Generated 2020-09-29 22:36:16)
Lastreopsis calantha,"Shield-fern, Shieldfern",Endangered,Endemic,Norfolk Island,"AET, NI",Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,
Lastreopsis walleri,a fern,Vulnerable,Endemic,,QLD,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,
Lathamus discolor,Swift Parrot,Critically Endangered,Present,,"ACT, NSW, OCE, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Latrobea colophona,,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Lawrencia buchananensis,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,
Lechenaultia chlorantha,Kalbarri Leschenaultia,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,
Lechenaultia laricina,Scarlet Leschenaultia,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,
Leiocarpa gatesii,Wrinkled Buttons,Vulnerable,Endemic,,VIC,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Leionema equestre,Kangaroo Island Phebalium,Endangered,Endemic,,SA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,
Leionema lachnaeoides,,Endangered,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,
Leionema obtusifolium,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,
Leionema ralstonii,,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,
Leionema sympetalum,Rylstone Bell,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,
Leioproctus douglasiellus,a short-tongued bee,Critically Endangered,Endemic,,WA,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,
Leipoa ocellata,Malleefowl,Vulnerable,Present,,"NSW, NT, SA, VIC, WA",Animalia,Chordata,Aves,Galliformes,Megapodiidae,
Lemmaphyllum accedens,,Extinct,Extinct,,QLD,Plantae,Polypodiophyta,Polypodiatae,Polypodiales,Polypodiaceae,
Lepidium aschersonii,Spiny Pepper-cress,Vulnerable,Present,,"NSW, VIC, WA",Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,
Lepidium drummondii,Drummond's Lepidium,Extinct,Extinct,,WA,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,
Lepidium ginninderrense,Ginninderra Peppercress,Vulnerable,Endemic,,ACT,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,Present,,"ACT, NSW, QLD, TAS, VIC",Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,
Lepidium monoplocoides,Winged Pepper-cress,Endangered,Present,,"NSW, QLD, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,
Lepidium peregrinum,Wandering Pepper-cress,Endangered,Present,,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,
Lepidium pseudopapillosum,Erect Pepper-cress,Vulnerable,Present,,"NSW, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Present,,"ACR, CI, CKI, CSI, NSW, NT, OCE, QLD, WA",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Endemic,Christmas Island,"AET, CI",Animalia,Chordata,Reptilia,Squamata,Gekkonidae,
Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",Critically Endangered,Present,,NSW,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,
Lepidosperma rostratum,Beaked Lepidosperma,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Extinct,Extinct,,"NSW, NT, SA, VIC, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",Vulnerable,Present,,"NSW, SA, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Leptomeria dielsiana,Diels' Currant Bush,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,
Leptospermum deanei,Deane's Tea-tree,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Leptospermum thompsonii,Monga Tea-tree,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Lerista allanae,"Allan's Lerista, Retro Slider",Endangered,Endemic,,QLD,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Lerista nevinae,Nevin's Slider,Endangered,Present,,WA,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,Endemic,,QLD,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",Vulnerable,Endemic,,AET,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,Endemic,,AET,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,Present,,TAS,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,
Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",Endangered,Present,,"ACT, NSW, TAS, VIC",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Leucopogon confertus,Torrington Beard-heath,Endangered,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Leucopogon cryptanthus,Small-flowered Leucopogon,Extinct,Extinct,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Leucopogon exolasius,Woronora Beard-heath,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Leucopogon gnaphalioides,Stirling Range Beard Heath,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Leucopogon marginatus,Thick-margined Leucopogon,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Leucopogon nitidus,,Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,
Leucopogon obtectus,Hidden Beard-heath,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Leucopogon sp. Coolmunda (D.Halford Q1635),,Endangered,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,
Leucopogon sp. Ongerup (A.S. George 16682),,Vulnerable,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Leucopogon spectabilis,Ironstone Beard-heath,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,Extinct,,WA,Animalia,Chordata,Aves,Gruiformes,Rallidae,
Liasis olivaceus barroni,Olive Python (Pilbara subspecies),Vulnerable,Endemic,,WA,Animalia,Chordata,Reptilia,Squamata,Boidae,
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,Endemic,,VIC,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,
Limonium australe var. baudinii,Baudin's Sea-lavender,Vulnerable,Present,,TAS,Plantae,Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,
Limosa lapponica baueri,"Bar-tailed Godwit (baueri), Western Alaskan Bar-tailed Godwit",Vulnerable,Present,,"NSW, NT, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Bar-tailed Godwit (menzbieri)",Critically Endangered,Present,,"NSW, NT, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,
Limosella granitica,Granite Mudwort,Vulnerable,Endemic,,SA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,
Lindsaea pulchella var. blanda,,Vulnerable,Endemic,,QLD,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Lindsaeaceae,
Liopholis guthega,Guthega Skink,Endangered,Present,,"NSW, VIC",Animalia,Chordata,Reptilia,Squamata,Scincidae,
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,Present,,"NT, SA, WA",Animalia,Chordata,Reptilia,Squamata,Scincidae,
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",Vulnerable,Present,,WA,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Endangered,Endemic,,NT,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Endangered,Endemic,,TAS,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,
Litoria aurea,Green and Golden Bell Frog,Vulnerable,Extinct,,ACT,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria aurea,Green and Golden Bell Frog,Vulnerable,Present,,"NSW, TER, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria booroolongensis,Booroolong Frog,Endangered,Present,,"ACT, NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Present,,"ACT, NSW",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Vulnerable,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria kroombitensis,Kroombit Treefrog,Critically Endangered,Present,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",Vulnerable,Present,,"NSW, TER, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria lorica,Armoured Mistfrog,Critically Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria myola,Kuranda Tree Frog,Critically Endangered,Present,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria nannotis,"Waterfall Frog, Torrent Tree Frog",Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",Critically Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria olongburensis,Wallum Sedge Frog,Vulnerable,Present,,"NSW, QLD",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria piperata,Peppered Tree Frog,Vulnerable,Endemic,,NSW,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Present,,"ACT, NSW, SA, TAS, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria rheocola,Common Mistfrog,Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria spenceri,Spotted Tree Frog,Endangered,Present,,"NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,Present,,"ACT, NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Livistona lanuginosa,Waxy Cabbage Palm,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,
Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,Endemic,,NT,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,
Lobelia gelida,,Vulnerable,Endemic,,VIC,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Campanulaceae,
Logania diffusa,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Loganiaceae,
Logania insularis,Kangaroo Island Logania,Vulnerable,Endemic,,SA,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Loganiaceae,
Lomatia tasmanica,King's Lomatia,Critically Endangered,Endemic,,TAS,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Lucasium occultum,"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Endangered,Endemic,,NT,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,
Lychnothamnus barbatus,a green alga,Endangered,Endemic,,QLD,Plantae,Streptophyta,Streptophyta (no class),Charales,Characeae,
Lycopodium volubile,,Extinct,Extinct,,QLD,Plantae,Lycopodiophyta,Lycopodopiatae,Lycopodiales,Lycopodiaceae,
Lysiosepalum abollatum,Woolly Lysiosepalum,Critically Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,
Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Endangered,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Macarthuria keigheryi,Keighery's Macarthuria,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Molluginaceae,
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",Endangered,Endemic,,NSW,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Maccullochella macquariensis,Trout Cod,Endangered,Extinct,,SA,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Maccullochella macquariensis,Trout Cod,Endangered,Present,,"ACT, NSW, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Maccullochella mariensis,Mary River Cod,Endangered,Endemic,,QLD,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Maccullochella peelii,Murray Cod,Vulnerable,Present,,"ACT, NSW, QLD, SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Macquaria australasica,Macquarie Perch,Endangered,Extinct,,SA,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Macquaria australasica,Macquarie Perch,Endangered,Present,,"ACT, NSW, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Macroderma gigas,Ghost Bat,Vulnerable,Present,,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",Endangered,Present,,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Procellariidae,
Macronectes halli,Northern Giant Petrel,Vulnerable,Present,,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Procellariidae,
Macropteranthes montana,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Combretaceae,
Macrotis lagotis,Greater Bilby,Vulnerable,Extinct,,NSW,Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae,
Macrotis lagotis,Greater Bilby,Vulnerable,Present,,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae,
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",Extinct,Extinct,,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae,
Macrozamia conferta,,Vulnerable,Endemic,,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia cranei,,Endangered,Endemic,,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia cranei,,Endangered,Present,,NSW,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia lomandroides,cycad,Endangered,Endemic,,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia macdonnellii,MacDonnell Ranges Cycad,Vulnerable,Endemic,,NT,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia machinii,,Vulnerable,Present,,"NSW, QLD",Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia occidua,,Vulnerable,Endemic,,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia parcifolia,,Vulnerable,Endemic,,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia pauli-guilielmi,Pineapple Zamia,Endangered,Endemic,,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Macrozamia platyrhachis,cycad,Endangered,Endemic,,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,
Maireana cheelii,Chariot Wheels,Vulnerable,Extinct,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Maireana cheelii,Chariot Wheels,Vulnerable,Present,,"NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),Endangered,Present,,"NT, WA",Animalia,Chordata,Aves,Passeriformes,Maluridae,
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,Endemic,,WA,Animalia,Chordata,Aves,Passeriformes,Maluridae,
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,Endemic,,WA,Animalia,Chordata,Aves,Passeriformes,Maluridae,
Manorina melanotis,Black-eared Miner,Endangered,Present,,"NSW, SA, VIC",Animalia,Chordata,Aves,Passeriformes,Meliphagidae,
Marattia salicina,"King Fern, Para, Potato Fern",Endangered,Endemic,Norfolk Island,"AET, NI",Plantae,Polypodiophyta,Polypodiatae,Marattiales,Marattiaceae,
Marginaster littoralis,Derwent River Seastar,Critically Endangered,Present,,TAS,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae,
Marianthus paralius,,Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Pittosporaceae,
Marsdenia araujacea,,Extinct,Extinct,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,
Marsdenia brevifolia,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,
Marsdenia longiloba,Clear Milkvine,Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,
Marsdenia paludicola,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Extinct,,SA,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Present,,"ACT, NSW, VIC",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Critically Endangered,Present,,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,
Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Critically Endangered,Present,,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,
Mathewsoconcha suteri,a helicarionid land snail,Critically Endangered,Present,,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,
Medicosma elliptica,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,
Medicosma obovata,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,
Megaptera novaeangliae,Humpback Whale,Vulnerable,Present,,"ACR, AET, ANT, CI, CKI, CSI, HI, NI, NSW, NT, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,
Megascolides australis,Giant Gippsland Earthworm,Vulnerable,Endemic,,VIC,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae,
Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,Present,,TER,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Melaleuca deanei,Deane's Melaleuca,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Melaleuca kunzeoides,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Melaleuca sciotostyla,Wongan Melaleuca,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Melaleuca sp. Wanneroo (G.J. Keighery 16705),,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,Endemic,,NT,Animalia,Chordata,Aves,Passeriformes,Petroicidae,
Melanotaenia eachamensis,Lake Eacham Rainbowfish,Endangered,Endemic,,QLD,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,
Melichrus sp. Gibberagee (Benwell 97239),Narrow-leaf Melichrus,Endangered,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,
Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Endangered,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Melicope littoralis,Shade Tree,Vulnerable,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,
Melicytus latifolius,Norfolk Island Mahoe,Critically Endangered,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Violales,Violaceae,
Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",Vulnerable,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Violales,Violaceae,
Melomys rubicola,Bramble Cay Melomys,Extinct,Extinct,,QLD,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Meryta angustifolia,a tree,Vulnerable,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,
Meryta latifolia,"Shade Tree, Broad-leaved Meryta",Critically Endangered,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,
Mesembriomys gouldii gouldii,"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Present,,"NT, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),Vulnerable,Present,,NT,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Vulnerable,Present,,QLD,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mesodontrachia fitzroyana,Fitzroy Land Snail,Endangered,Endemic,,NT,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,
Microcarpaea agonis,,Endangered,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,
Microcorys eremophiloides,Wongan Microcorys,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,
Microlepidium alatum,,Vulnerable,Endemic,,SA,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,
